station_key,station_name,charging_station_operator,energy_consumed_kwh_sum,energy_consumed_kwh_mean,charging_duration_hours_mean,charging_rate_kw_mean,sessions_count,popular_vehicle_model,peak_time_of_day,peak_day_of_week,latitude,longitude,city,state,charging_station_location,stations_within_2km,energy_consumed_kwh,charging_duration_hours,state_of_charge_start,state_of_charge_end,avg_soc_delta,weekend_share,sessions_count_norm,energy_consumed_kwh_mean_norm,charging_duration_hours_mean_norm,avg_soc_delta_norm,weekend_share_norm,stations_within_2km_norm,suitability_score
"36,_sv_rd,_santosh_nagar,_bandra_west,_mumbai,_maharashtra_400050","36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",Jio-bp Pulse,98.35057846,49.17528923,5.54,10.2361894375,3,Hyundai Kona,Morning,Friday,19.051601,72.838011,Mumbai,Maharashtra,"36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",4,42.702987766666666,4.03,52.72851018,65.14449255,12.415982369999995,0.6666666666666666,0.2222222222222222,0.38696963696555464,0.2598784794247879,0.5315291675520036,0.6666666666666666,0.21052631578947367,0.3986584627260247
"36,_sv_rd,_santosh_nagar,_bandra_west,_mumbai,_maharashtra_400050","36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",Magenta,29.75838484,29.75838484,1.01,29.38504741,3,Hyundai Kona,Morning,Friday,19.051601,72.838011,Mumbai,Maharashtra,"36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",4,42.702987766666666,4.03,52.72851018,65.14449255,12.415982369999995,0.6666666666666666,0.2222222222222222,0.21624708736927925,0.04146484087297173,0.5315291675520036,0.6666666666666666,0.21052631578947367,0.3341364614717742
"4/5,_enterprise_apartment,_forjet_hill_rd,_tardeo,_mumbai","4/5, Enterprise Apartment, Forjet Hill Rd, Tardeo, Mumbai",Tata Power,75.65384517999999,37.82692259,1.865,20.218992465,2,Hyundai Kona,Afternoon,Friday,18.965,72.8098,Mumbai,Maharashtra,"4/5, Enterprise Apartment, Forjet Hill Rd, Tardeo, Mumbai",6,37.826922589999995,1.865,41.249561545,57.419663045,16.1701015,0.0,0.1111111111111111,0.2871894635857074,0.08268860708970525,0.5561387061449673,0.0,0.3157894736842105,0.3050075003633998
"4_wheeler_parking_area_godrej_one_pirojshanagar,_eastern_express_highway,_vikhroli_u00e2u0080u0093_east,_mumbai_u00e2u0080u0093_400079","4 Wheeler Parking area Godrej One Pirojshanagar, Eastern Express Highway, Vikhroli u00e2u0080u0093 East, Mumbai u00e2u0080u0093 400079",Statiq,39.73385255,39.73385255,1.86,21.39560578,1,TATA Curvv,Morning,Tuesday,19.0925655,72.9223514,Mumbai,Maharashtra,"4 Wheeler Parking area Godrej One Pirojshanagar, Eastern Express Highway, Vikhroli u00e2u0080u0093 East, Mumbai u00e2u0080u0093 400079",5,39.73385255,1.86,55.863615,85.12226222,29.258647219999993,0.0,0.0,0.30395608807608654,0.08244753243346706,0.6419386128256345,0.0,0.2631578947368421,0.29105088297568715
"527,_building_no-2,_sra_cooperative_society,_prabhadevi,_near_ahuja_towers,_mumbai","527, Building No-2, SRA Cooperative Society, Prabhadevi, near Ahuja Towers, Mumbai",VoltaPoint,49.43856017,24.719280085,11.48509206,23.483744045,2,MG Comet,Evening,Monday,19.0161,72.828,Mumbai,Maharashtra,"527, Building No-2, SRA Cooperative Society, Prabhadevi, near Ahuja Towers, Mumbai",13,24.719280085,11.48509206,32.117951745,83.48519054,51.367238795000006,0.5,0.1111111111111111,0.17194090991807975,0.5465206843585876,0.7868680140407289,0.5,0.6842105263157894,0.3019248079630086
"95,_malad,_viaykar_vadi,_malad_west,_mumbai_400064","95, Malad, Viaykar Vadi, Malad West, Mumbai 400064",ATUM,53.9569817,53.9569817,3.02,17.87474459,1,TATA Tiago,Night,Monday,19.1876,72.8436,Mumbai,Maharashtra,"95, Malad, Viaykar Vadi, Malad West, Mumbai 400064",6,53.9569817,3.02,89.97564875,95.03577021,5.060121459999991,0.0,0.0,0.4290125246198885,0.13837685268073124,0.4833089761620951,0.0,0.3157894736842105,0.29621874179472796
"ambernath_station,_thane","Ambernath Station, Thane",ChargeZone,36.86213999,36.86213999,1.41,26.18518786,1,MG Comet,Evening,Friday,19.186,73.1891,Mumbai,Maharashtra,"Ambernath Station, Thane",0,36.86213999,1.41,60.75178076,70.7960969,10.044316139999992,0.0,0.0,0.2787066415060483,0.06075081337202835,0.5159820819120193,0.0,0.0,0.3031490540005178
"andheri_east_metro_station,_mumbai","Andheri East Metro Station, Mumbai",Statiq,68.21954378000001,34.109771890000005,4.7,13.9784404175,2,Hyundai Kona,Evening,Monday,19.1146,72.8696,Mumbai,Maharashtra,"Andheri East Metro Station, Mumbai",17,34.109771890000005,4.7,44.22470312,74.436891995,30.212188874999995,0.0,0.1111111111111111,0.25450652752178937,0.21937793717676907,0.648189405447317,0.0,0.894736842105263,0.23747119898832122
"anik_depot,_municipal_kamgar_vasahat,_trombay_industrial_area,_chembur,_mumbai","Anik Depot, Municipal Kamgar Vasahat, Trombay Industrial Area, Chembur, Mumbai",Tata Power,75.40700954,75.40700954,4.25,17.72970872,1,TATA Curvv,Evening,Sunday,19.0302,72.8927,Mumbai,Maharashtra,"Anik Depot, Municipal Kamgar Vasahat, Trombay Industrial Area, Chembur, Mumbai",4,75.40700954,4.25,32.02965793,101.6052792,69.57562127,1.0,0.0,0.6176112511832162,0.19768121811533035,0.9062302067993678,1.0,0.21052631578947367,0.42852651825882115
"antop_hill_post_office,_mumbai","Antop Hill Post Office, Mumbai",Tata Power,49.73870005,49.73870005,1.51,32.86836958,1,TATA Curvv,Night,Wednesday,19.0165,72.8605,Mumbai,Maharashtra,"Antop Hill Post Office, Mumbai",4,49.73870005,1.51,85.72764732,52.82854415,-32.899103170000004,0.0,0.0,0.3919234097054599,0.0655723064967925,0.23447323836520814,0.0,0.21052631578947367,0.2581301214624044
"anushakti_nagar,_trombay,_mumbai","Anushakti Nagar, Trombay, Mumbai",Magenta,111.40568791,37.13522930333334,1.23,32.09440591,3,Hyundai Kona,Night,Friday,19.037,72.9235,Mumbai,Maharashtra,"Anushakti Nagar, Trombay, Mumbai",1,37.13522930333334,1.23,32.75072882,65.95452003666666,33.203791216666666,0.3333333333333333,0.2222222222222222,0.2811077711044293,0.052072125747452874,0.667800384942804,0.3333333333333333,0.05263157894736842,0.3955372540279457
"apollo_bunder_road,_colaba,_mumbai","Apollo Bunder Road, Colaba, Mumbai",Tata Power,98.18852471,32.72950823666667,10.216666666666669,18.84383125733333,3,Hyundai Kona,Evening,Friday,18.9218,72.8347,Mumbai,Maharashtra,"Apollo Bunder Road, Colaba, Mumbai",13,32.72950823666667,10.216666666666667,47.64098541999999,84.05272132,36.41173590000001,0.6666666666666666,0.2222222222222222,0.24237060073968628,0.4853636412262583,0.6888295626952384,0.6666666666666666,0.6842105263157894,0.33759964754224253
"atria_mall,_dr_annie_besant_rd,_worli,_mumbai","Atria Mall, Dr Annie Besant Rd, Worli, Mumbai",Magenta,121.12626799,60.563133995,5.375,22.1539134255,2,MG Comet,Afternoon,Saturday,19.0085,72.8153,Mumbai,Maharashtra,"Atria Mall, Dr Annie Besant Rd, Worli, Mumbai",7,60.563133995,5.375,55.99651322,91.257795165,35.26128194500001,0.5,0.1111111111111111,0.4870969205756378,0.25192301576892706,0.6812879424044087,0.5,0.3684210526315789,0.3827854540756155
"ballard_estate_parking_lot,_fort,_mumbai","Ballard Estate Parking Lot, Fort, Mumbai",Tata Power,27.04710323,27.04710323,5.98,4.521631542,1,TATA Curvv,Afternoon,Monday,18.9451,72.8354,Mumbai,Maharashtra,"Ballard Estate Parking Lot, Fort, Mumbai",1,27.04710323,5.98,52.03296568,105.6169219,53.58395622,0.0,0.0,0.19240822511628886,0.2810930491737502,0.8013993571151381,0.0,0.05263157894736842,0.3385265279216127
"bandra_kurla_complex,_bandra_east,_mumbai","Bandra Kurla Complex, Bandra East, Mumbai",Volttic,29.34959504,29.34959504,0.97,30.32389572,1,TATA Curvv,Morning,Tuesday,19.0658,72.8687,Mumbai,Maharashtra,"Bandra Kurla Complex, Bandra East, Mumbai",7,29.34959504,0.97,72.60499922,22.27521585,-50.32978337,0.0,0.0,0.2126528153111187,0.03953624362306607,0.12020915077790095,0.0,0.3684210526315789,0.16988504291203457
"bhayandar_west_station_parking,_mumbai","Bhayandar West Station Parking, Mumbai",Magenta,71.48050343,23.826834476666665,1.0933333333333335,26.15100938333333,3,MG Comet,Night,Monday,19.3134,72.8476,Mumbai,Maharashtra,"Bhayandar West Station Parking, Mumbai",0,23.826834476666665,1.0933333333333335,73.43065464,65.79544571,-7.635208930000005,0.3333333333333333,0.2222222222222222,0.16409410866848745,0.0454827518102752,0.4000867308458875,0.3333333333333333,0.0,0.3333625897528103
"borivali_east,_mumbai","Borivali East, Mumbai",EVteQ,27.60438468,27.60438468,2.46,11.23853863,1,TATA Nexon,Morning,Wednesday,19.2365,72.8552,Mumbai,Maharashtra,"Borivali East, Mumbai",6,27.60438468,2.46,65.48688658,65.35209627,-0.13479030999999964,0.0,0.0,0.1973081055542699,0.11137649118205198,0.44925454760940947,0.0,0.3157894736842105,0.2304844365955525
"borivali_west,_mumbai","Borivali West, Mumbai",ATUM,110.37153299,55.185766495,2.51,30.206715,2,TATA Curvv,Afternoon,Friday,19.2298,72.8606,Mumbai,Maharashtra,"Borivali West, Mumbai",5,55.185766494999996,2.51,63.033723045,62.582634305,-0.451088740000003,0.0,0.1111111111111111,0.4398165780824774,0.11378723774443404,0.44718110290762164,0.0,0.2631578947368421,0.3378252384095686
"borosil_plot,off,_makwana_rd,_marol,_andheri_east,_mumbai,_maharashtra","Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",Jio-bp Pulse,75.18617181,75.18617181,1.41,53.1747828,3,MG Comet,Morning,Saturday,19.1146146,72.8840941,Mumbai,Maharashtra,"Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",15,50.09071587666667,1.7300000000000002,39.979389366666666,77.31860799666667,37.339218630000005,0.3333333333333333,0.2222222222222222,0.6156695420644306,0.06075081337202835,0.6949095301251058,0.3333333333333333,0.7894736842105263,0.3735856215182752
"borosil_plot,off,_makwana_rd,_marol,_andheri_east,_mumbai,_maharashtra","Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",Kazam,62.19283346,62.19283346,3.04,20.45251231,3,MG Comet,Morning,Saturday,19.1146146,72.8840941,Mumbai,Maharashtra,"Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",15,50.09071587666667,1.7300000000000002,39.979389366666666,77.31860799666667,37.339218630000005,0.3333333333333333,0.2222222222222222,0.5014260042520129,0.13934115130568409,0.6949095301251058,0.3333333333333333,0.7894736842105263,0.35288377085853634
"borosil_plot,off,_makwana_rd,_marol,_andheri_east,_mumbai,_maharashtra","Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",Magenta,12.89314236,12.89314236,0.74,17.34136646,3,MG Comet,Morning,Saturday,19.1146146,72.8840941,Mumbai,Maharashtra,"Borosil Plot,off, Makwana Rd, Marol, Andheri East, Mumbai, Maharashtra",15,50.09071587666667,1.7300000000000002,39.979389366666666,77.31860799666667,37.339218630000005,0.3333333333333333,0.2222222222222222,0.06795994860024446,0.028446809436108514,0.6949095301251058,0.3333333333333333,0.7894736842105263,0.23342782275863663
"breach_candy_hospital_complex,_mumbai","Breach Candy Hospital Complex, Mumbai",Magenta,68.82528251,68.82528251,4.06,16.93561005,1,TATA Tiago,Afternoon,Monday,18.9677,72.8055,Mumbai,Maharashtra,"Breach Candy Hospital Complex, Mumbai",5,68.82528251,4.06,70.75160734,55.33183817,-15.41976917000001,0.0,0.0,0.5597416136375414,0.18852038117827843,0.34905626830019576,0.0,0.2631578947368421,0.3216721975617163
"building,_plot_1,_udyog_kshtra,_mulund_goregaon_link_rd,_near_d_mart_mulund,_salpa_devi_pada,_mulund_west,_mumbai,_maharashtra_400080","Building, Plot 1, Udyog Kshtra, Mulund Goregaon Link Rd, near D Mart Mulund, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080",EV Dock,73.37136541,73.37136541,1.61,45.50795122,2,MG Comet,Afternoon,Friday,19.163979,72.938751,Mumbai,Maharashtra,"Building, Plot 1, Udyog Kshtra, Mulund Goregaon Link Rd, near D Mart Mulund, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080",6,65.647907725,3.115,56.199107240000004,58.301172905,2.102065664999998,0.0,0.1111111111111111,0.5997129112128513,0.07039379962155667,0.46391790578676795,0.0,0.3157894736842105,0.36807576146964094
"building,_plot_1,_udyog_kshtra,_mulund_goregaon_link_rd,_near_d_mart_mulund,_salpa_devi_pada,_mulund_west,_mumbai,_maharashtra_400080","Building, Plot 1, Udyog Kshtra, Mulund Goregaon Link Rd, near D Mart Mulund, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080",Kazam,57.92445004,57.92445004,4.62,12.53816191,2,MG Comet,Afternoon,Friday,19.163979,72.938751,Mumbai,Maharashtra,"Building, Plot 1, Udyog Kshtra, Mulund Goregaon Link Rd, near D Mart Mulund, Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080",6,65.647907725,3.115,56.199107240000004,58.301172905,2.102065664999998,0.0,0.1111111111111111,0.4638963710272561,0.21552074267695773,0.46391790578676795,0.0,0.3157894736842105,0.3486343207287823
"carnival_cinemas_imax,_anik_wadala_link_rd,_bhakti_park,_wadala,_mumbai,_maharashtra_,worli","Carnival Cinemas Imax, Anik Wadala Link Rd, Bhakti Park, Wadala, Mumbai, Maharashtra ,Worli",Ather,71.97510218,71.97510218,3.04,23.65002521,2,Hyundai Kona,Morning,Monday,19.0313299,72.8809653,Mumbai,Maharashtra,"Carnival Cinemas Imax, Anik Wadala Link Rd, Bhakti Park, Wadala, Mumbai, Maharashtra ,Worli",3,75.973887045,2.585,69.46636473,65.987818055,-3.47854667499999,0.5,0.1111111111111111,0.5874363086326841,0.13934115130568409,0.4273350776990513,0.5,0.15789473684210525,0.3900981323061702
"carnival_cinemas_imax,_anik_wadala_link_rd,_bhakti_park,_wadala,_mumbai,_maharashtra_,worli","Carnival Cinemas Imax, Anik Wadala Link Rd, Bhakti Park, Wadala, Mumbai, Maharashtra ,Worli",Kazam,79.97267191,79.97267191,2.13,37.46218915,2,Hyundai Kona,Morning,Monday,19.0313299,72.8809653,Mumbai,Maharashtra,"Carnival Cinemas Imax, Anik Wadala Link Rd, Bhakti Park, Wadala, Mumbai, Maharashtra ,Worli",3,75.973887045,2.585,69.46636473,65.987818055,-3.47854667499999,0.5,0.1111111111111111,0.6577547006613734,0.09546556387033027,0.4273350776990513,0.5,0.15789473684210525,0.4032901715698072
"central_park_parking,_kharghar,_navi_mumbai","Central Park Parking, Kharghar, Navi Mumbai",Statiq,64.60983161,64.60983161,16.19,3.991359551,1,Hyundai Kona,Morning,Wednesday,19.0418,73.0634,Mumbai,Maharashtra,"Central Park Parking, Kharghar, Navi Mumbai",1,64.60983161,16.19,21.98287037,72.93984362,50.956973250000004,0.0,0.0,0.5226773880076024,0.7733674972121705,0.784178582668571,0.0,0.05263157894736842,0.46773814728129803
"century_bazaar,_prabhadevi,_mumbai","Century Bazaar, Prabhadevi, Mumbai",Magenta,21.81937874,21.81937874,20.89046305,26.50712322,1,TATA Nexon,Evening,Monday,19.0155,72.8275,Mumbai,Maharashtra,"Century Bazaar, Prabhadevi, Mumbai",13,21.81937874,20.89046305,77.21863836,96.77280778,19.554169419999994,0.0,0.0,0.14644361430122327,1.0,0.5783224321255676,0.0,0.6842105263157894,0.27072768944677256
"chakala_metro_station,_mumbai","Chakala Metro Station, Mumbai",Tata Power,36.137269,36.137269,0.99,36.37707579,1,Hyundai Kona,Night,Sunday,19.1088,72.8535,Mumbai,Maharashtra,"Chakala Metro Station, Mumbai",10,36.137269,0.99,48.61219347,95.83119936,47.21900589,1.0,0.0,0.27233323506310825,0.040500542248018905,0.7596749244681562,1.0,0.5263157894736842,0.2571372332397498
"charni_road_east,_mumbai","Charni Road East, Mumbai",Tata Power,58.45649285,29.228246425,1.285,23.822741715,2,TATA Curvv,Night,Friday,18.9545,72.8189,Mumbai,Maharashtra,"Charni Road East, Mumbai",4,29.228246425000002,1.2850000000000001,46.218179895,93.470629885,47.252449989999995,0.5,0.1111111111111111,0.21158586125260018,0.054723946966073155,0.759894162015276,0.5,0.21052631578947367,0.3296629258325166
"chembur_station_east,_mumbai","Chembur Station East, Mumbai",ChargeZone,78.64289917,78.64289917,2.26,34.823951,1,TATA Tiago,Afternoon,Wednesday,19.0549,72.9038,Mumbai,Maharashtra,"Chembur Station East, Mumbai",5,78.64289917,2.26,74.34868091,50.72443431,-23.6242466,0.0,0.0,0.6460627137206877,0.10173350493252366,0.2952731045387722,0.0,0.2631578947368421,0.3265063103937138
"chhatrapati_shivaji_maharaj_terminus_parking,_fort,_mumbai","Chhatrapati Shivaji Maharaj Terminus Parking, Fort, Mumbai",Magenta,26.44403312,26.44403312,0.98,27.1214299,1,TATA Curvv,Morning,Sunday,18.9398,72.8354,Mumbai,Maharashtra,"Chhatrapati Shivaji Maharaj Terminus Parking, Fort, Mumbai",12,26.44403312,0.98,63.48160387,80.47775508,16.996151209999994,1.0,0.0,0.18710574925831785,0.040018392935542484,0.5615537453363184,1.0,0.631578947368421,0.19027449630331833
"chincholi_bunder_road,_new_link_rd,_malad_west,_mumbai,_maharashtra_400064","Chincholi Bunder Road, New Link Rd, Malad West, Mumbai, Maharashtra 400064",Magenta,68.24465321,68.24465321,1.38,49.3612511,2,Hyundai Kona,Evening,Sunday,19.1798,72.8361,Mumbai,Maharashtra,"Chincholi Bunder Road, New Link Rd, Malad West, Mumbai, Maharashtra 400064",5,56.84905103,1.495,38.10708089,77.368930295,39.261849405,0.5,0.1111111111111111,0.554636447928565,0.059304365434599104,0.7075130343344626,0.5,0.2631578947368421,0.40013170835413314
"chincholi_bunder_road,_new_link_rd,_malad_west,_mumbai,_maharashtra_400064","Chincholi Bunder Road, New Link Rd, Malad West, Mumbai, Maharashtra 400064",Tata Power,45.45344885,45.45344885,1.61,28.19404206,2,Hyundai Kona,Evening,Sunday,19.1798,72.8361,Mumbai,Maharashtra,"Chincholi Bunder Road, New Link Rd, Malad West, Mumbai, Maharashtra 400064",5,56.84905103,1.495,38.10708089,77.368930295,39.261849405,0.5,0.1111111111111111,0.35424546703086557,0.07039379962155667,0.7075130343344626,0.5,0.2631578947368421,0.3511429065484041
"colaba_causeway,_near_regal_cinema,_mumbai","Colaba Causeway, Near Regal Cinema, Mumbai",Tata Power,24.40113304,24.40113304,0.78,31.11524448,1,TATA Curvv,Afternoon,Tuesday,18.9216,72.8326,Mumbai,Maharashtra,"Colaba Causeway, Near Regal Cinema, Mumbai",13,24.40113304,0.78,65.98351537,51.25486777,-14.72864760000001,0.0,0.0,0.16914361156516136,0.030375406686014177,0.3535868072523106,0.0,0.6842105263157894,0.14572988570036993
"cotton_green_railyard,_mumbai","Cotton Green Railyard, Mumbai",Tata Power,40.40178309,20.200891545,1.343764489,31.189122175,2,Hyundai Kona,Evening,Friday,18.991,72.8485,Mumbai,Maharashtra,"Cotton Green Railyard, Mumbai",3,20.200891545,1.343764489,23.467177704999997,88.88248501999999,65.41530731499999,0.5,0.1111111111111111,0.1322131141726019,0.05755727276301095,0.8789579218001389,0.5,0.15789473684210525,0.3358573724520455
"cr2_mall_parking,_nariman_point,_mumbai,_mh_400021","CR2 Mall Parking, Nariman Point, Mumbai, MH 400021",Tata Power,67.45124177,67.45124177,1.5,45.01922284,1,MG Comet,Evening,Friday,18.9255,72.8234,Mumbai,Maharashtra,"CR2 Mall Parking, Nariman Point, Mumbai, MH 400021",13,67.45124177,1.5,36.06774243,61.52733401,25.459591579999994,0.0,0.0,0.5476604016343157,0.0650901571843161,0.6170344999960036,0.0,0.6842105263157894,0.2833477121790427
"cr_-_lokmanya_tilak_station,_kurla,_outside_platform_1,_beside_ltt_pay_and_park,_ltt_station,_pipeline_rd,_tilak_nagar,_kurla,_mumbai,_maharashtra_400089","CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",ATUM,67.835585244,33.917792622,8.03329755,33.91169752,10,TATA Tiago,Evening,Friday,19.068262,72.890964,Mumbai,Maharashtra,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",5,49.9052843484,3.8766595100000005,45.96439937,78.61113063399999,32.64673126399999,0.5,1.0,0.25281855556476274,0.38009264937795106,0.6641486658766206,0.5,0.2631578947368421,0.6613625194999525
